filename,new_address,status
IMG_20260318_154423066_HDR.jpg,Chinatown Mural Lane (three Journey to the West garage doors),reviewed
IMG_20260318_154439003_HDR.jpg,"Chinatown Mural Lane (tropical mural garage, houses behind)",reviewed
IMG_20260318_154447308_HDR.jpg,"Chinatown Mural Lane (43.656193, -79.400083)",reviewed
IMG_20260318_154451391_HDR.jpg,"Chinatown Mural Lane (43.656193, -79.400083)",reviewed
IMG_20260318_154504663_HDR.jpg,Chinatown Mural Lane (warrior mural close-up from below),reviewed
IMG_20260318_154509941_HDR.jpg,Chinatown Mural Lane  (green/gold warrior mural),reviewed
IMG_20260318_154516291_HDR.jpg,"Chinatown Mural Lane (falling character, roofline)",reviewed
IMG_20260318_154524155_HDR.jpg,"Chinatown Mural Lane  (No Parking, samurai garage door)",reviewed
IMG_20260318_154534217_HDR.jpg,"Chinatown Mural Lane (man riding goose, swordsman)",reviewed
IMG_20260318_154537846_HDR.jpg,"Chinatown Mural Lane (wider: swordsman, flying goose, Chinese sign)",reviewed
IMG_20260318_154543797_HDR.jpg,"Chinatown Mural Lane (flying goose, Chinese character sign)",reviewed
IMG_20260318_154550072_HDR.jpg,"Chinatown Mural Lane (red-caped warrior, yellow sign)",reviewed
IMG_20260318_173441287_HDR.jpg,"Back of 398 Spadina (Cosmo Cafe) on Nassau St (rainbow door gallery, graffiti)",reviewed
IMG_20260318_174558457_HDR.jpg,21 Nassau St,reviewed
IMG_20260318_175205539.jpg,Nassau St delivery bike,reviewed
IMG_20260318_175648576_HDR.jpg,"47-49 Nassau St (teal/turquoise trim, bins)",reviewed
IMG_20260318_182027042.jpg, 235 Augusta Ave (Okay Maguey) - side on Baldwin St,reviewed
IMG_20260318_182406716_HDR.jpg,Littlehayes Lane - side of Latin Taste,reviewed
IMG_20260318_183808296_HDR.jpg,160 Baldwin St,reviewed
IMG_20260318_184505895_HDR.jpg,146 Baldwin St (Xwireless phone store),reviewed
IMG_20260318_190102836_HDR.jpg,214 Augusta Ave (Birria Catrina),reviewed
IMG_20260320_001656846_HDR.jpg,257 Augusta Ave (The Canadian Hatter),reviewed
IMG_20260320_011801182_HDR.jpg,574 Dundas St W (Pink House Dispensary),reviewed
IMG_20260320_012716439_HDR.jpg,35 Kensington Ave ,reviewed
IMG_20260314_173552677_HDR.jpg,"Kensington Market area (indoor, WiFi sign)",flagged
IMG_20260314_184356584_HDR.jpg,"249 Augusta Ave (FOR LEASE, flower mural above)",reviewed
IMG_20260320_165856171.jpg,fire hydrant,reviewed
IMG_20260320_172453271_HDR.jpg,"Toronto Western Hospital (new building) 43.653756, -79.406569",reviewed
IMG_20260320_173540380_HDR.jpg,Bathurst St & College St intersection,reviewed
IMG_20260320_220503694_HDR.jpg,"Queen St West BIA area (plaque, night)",flagged
IMG_20260321_011526974_HDR.jpg,299 Spadina Ave (Hua Sheng Supermarket),flagged
IMG_20260321_012400040_HDR.jpg,393 Spadina Ave (Heval cafe),reviewed
IMG_20260321_013410025_HDR.jpg,"335 College St (ASTRO, house of vapes) view : 43.657624, -79.402228",reviewed
IMG_20260321_104250277_HDR.jpg,372-374 Spadina Ave (vacant lot) - view from Baldwin St,reviewed
IMG_20260321_130202207_HDR.jpg,Toronto waterfront / Lake Ontario area,flagged
